id,project_code,name,project_type,clients,initial_sample_size,sample,cpi,other_cost,operation_select,finance_select,upload_document,tentative_start_date,tentative_end_date,estimated_time,man_days,total_achievement,remaining_interview,status,remark,created_by,assigned_to,created_at,is_active
2838,001glg616,Bone Marrow Aspiration / Intraosseous Infusion Nee,CATI,GLG,20,20,52,,1,0,,01-11-24 5:30,08-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,06-11-24 8:22,1
2837,001glg615,Lifestyle brands,CATI,GLG,30,30,50,,1,0,,01-11-24 5:30,25-11-24 5:30,"24 days, 0:00:00",8.25,14,16,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:21,1
2836,001glg614,Network Survey - Biosimilars,CATI,GLG,40,68,49,,1,0,,01-11-24 5:30,29-11-24 5:30,"28 days, 0:00:00",9.5,64,4,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:20,1
2835,001glg613,CDMOs (Survey #606989),CATI,GLG,20,50,50,,1,0,,01-11-24 5:30,20-11-24 5:30,"19 days, 0:00:00",7.75,48,2,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:20,1
2834,001glg612,Insurance Pricing,CATI,GLG,5,5,50,,1,0,,01-11-24 5:30,07-11-24 5:30,"6 days, 0:00:00",0.25,2,3,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:19,1
2833,001glg611,UM_GLG | Hospital Administrator Conjoint,CATI,GLG,50,40,51,,1,0,,01-11-24 5:30,21-11-24 5:30,"20 days, 0:00:00",4.75,28,12,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:19,1
2832,007qua054,Qual12192-0731-Stepmothers-[JA] | Unimrkt,CATI,Qualtrics,100,100,22,,1,0,,01-11-24 5:30,22-11-24 5:30,"21 days, 0:00:00",7,100,0,Completed,,Saransh Sharma,Reeti Sharma,06-11-24 8:18,1
2831,004rot020,New B2B project potential....ROTH | QSG Commercial,CATI,Roth MKM,200,200,44,,1,0,,01-11-24 5:30,15-11-24 5:30,"14 days, 0:00:00",,,,On Hold,,Saransh Sharma,Reeti Sharma,06-11-24 8:17,1
2830,001glg737,Dermatology Perspectives on Biologics (Survey #606,CATI,GLG,10,10,78,,1,0,,01-11-24 5:30,08-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,06-11-24 8:17,1
2829,003pot188,B2B study on AI use among Customer Services,CATI,potloc,100,100,36,,1,0,,01-11-24 5:30,08-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,06-11-24 8:16,0
2828,003pot187,2754a - Re: Potloc -B2B Quote ASAP,CATI,potloc,20,20,40,,1,0,,01-11-24 5:30,07-11-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,06-11-24 8:15,0
2827,001glg610,Perspectives in Alternative Funding Programs,CATI,GLG,10,14,49,,1,0,,01-11-24 5:30,15-11-24 5:30,"14 days, 0:00:00",2,14,0,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:14,1
2826,001glg609,EPOS and POS Systems-Unimrkt,CATI,GLG,40,60,51,,1,0,,01-11-24 5:30,28-11-24 5:30,"27 days, 0:00:00",7.5,56,4,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:13,1
2825,001glg608,Revenue Services || (Survey #606962),CATI,GLG,50,50,49,,1,0,,01-11-24 5:30,15-11-24 5:30,"14 days, 0:00:00",1,7,43,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:13,1
2824,001glg607,Vacation Rental Management Software (Survey #) Sep,CATI,GLG,40,100,49,,1,0,,01-11-24 5:30,20-12-24 5:30,"49 days, 0:00:00",9.75,78,22,Completed,,Saransh Sharma,Navneet Tiwari,06-11-24 8:12,1
2823,001glg606,Dengue Fever Prevention (Survey #606879),CATI,GLG,80,19,70,,1,0,,29-10-24 5:30,10-12-24 5:30,"42 days, 0:00:00",5,19,0,Completed,,Saransh Sharma,Dipika Maheshwari,06-11-24 7:50,1
2822,074ath087,Drug-coated balloon research,CATI,Atheneum,45,45,75,,1,0,,24-10-24 5:30,06-11-24 5:30,"13 days, 0:00:00",,,,Project Initiated,,oyewalerotimi oketunji,Dipika Maheshwari,30-10-24 16:56,1
2821,074ath086,"Geneticists, PCPs, and Pediatricians for classic",CATI,Atheneum,30,30,82,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,oyewalerotimi oketunji,Dipika Maheshwari,30-10-24 16:51,1
2820,074ath085,Procurement/Supply Chain Specialists Quant,CATI,Atheneum,45,45,65,,1,0,,24-10-24 5:30,07-11-24 5:30,"14 days, 0:00:00",,,,Project Initiated,,oyewalerotimi oketunji,Dipika Maheshwari,30-10-24 16:45,1
2819,029emi034,UC Patients Mia Wave 2 IO# 66400,CATI,EMI Research Soultions,100,100,65,,1,0,,23-10-24 5:30,06-11-24 5:30,"14 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,30-10-24 2:57,1
2818,029emi033,Feasibility Request for IgAN (Berger's Disease) -,CATI,EMI Research Soultions,100,100,68,,1,0,,23-10-24 5:30,06-11-24 5:30,"14 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,30-10-24 2:56,1
2817,018bos019,American Electorate Voter BR4947_RC,CATI,Boston Research,425,425,17,,1,0,,23-10-24 5:30,08-11-24 5:30,"16 days, 0:00:00",5,425,0,Completed,,Saransh Sharma,Reeti Sharma,30-10-24 2:53,1
2816,001glg605,Network Survey - Fintech Payment Platforms VI - RE,CATI,GLG,28,28,50,,1,0,,23-10-24 5:30,30-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,30-10-24 2:52,1
2815,038kan041,UM _91260419_Nationwide BHT B2B Wave 6 (212481744),CATI,Kantar,80,80,55,,1,0,,23-10-24 5:30,31-10-24 5:30,"8 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,30-10-24 2:36,0
2814,003pot186,Notaries about Septeo Softwares in France,CATI,potloc,30,30,42,,1,0,,23-10-24 5:30,29-10-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,30-10-24 2:25,0
2813,063rep081,REP-092421408 HR Benefit Plan DM's [previously REP,CATI,Rep Data,40,40,51,,1,0,,23-10-24 5:30,29-10-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,30-10-24 2:23,0
2812,001glg604,Cybersecurity Customers-Unimrkt,CATI,GLG,1,1,48,,1,0,,23-10-24 5:30,28-10-24 5:30,"5 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,30-10-24 2:22,1
2811,001glg603,Data Center Equipment Purchasing,CATI,GLG,13,13,50,,1,0,,23-10-24 5:30,28-10-24 5:30,"5 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,30-10-24 2:21,1
2810,001glg602,MSSPs/MSPs ITDM survey,CATI,GLG,20,20,52,,1,0,,23-10-24 5:30,30-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,30-10-24 2:20,1
2809,029emi032,Crohn's Disease Patient Bundle IO# 66600,CATI,EMI Research Soultions,60,60,65,,1,0,,23-10-24 5:30,31-10-24 5:30,"8 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,30-10-24 2:18,1
2808,007qua053,Qual52564.0912-JessicaOEMs-[AW],CATI,Qualtrics,50,50,44,,1,0,,23-10-24 5:30,30-10-24 5:30,"7 days, 0:00:00",9,50,0,Completed,,Saransh Sharma,Pankaj Nandolia,30-10-24 2:16,1
2807,001glg601,Genetic Research Specialists || Wave 11: Competiti,CATI,GLG,10,10,78,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,26-10-24 1:47,1
2806,001glg600,C-Suite survey-Unimrkt,CATI,GLG,40,60,49,,1,0,,25-10-24 5:30,20-11-24 5:30,"26 days, 0:00:00",7.25,54,6,Completed,,Saransh Sharma,Navneet Tiwari,26-10-24 1:46,1
2805,001glg599,Waste Management,CATI,GLG,5,5,49,,1,0,,25-10-24 5:30,07-11-24 5:30,"13 days, 0:00:00",0.25,2,3,Completed,,Saransh Sharma,Navneet Tiwari,26-10-24 1:46,1
2804,003pot185,Follow up Food Ingredients Market in Greece,CATI,potloc,2,2,18,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,26-10-24 1:45,0
2803,001glg598,Beauty Survey,CATI,GLG,2,2,49,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:45,1
2802,001glg597,EAP Survey Request,CATI,GLG,5,5,46,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:44,1
2800,001glg595,K12 Accounting/Payment Processing,CATI,GLG,20,20,49,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:39,1
2799,108ine109,Strategy capabilities diagnostic survey,CATI,Inex,50,50,60,,1,0,,25-10-24 5:30,31-10-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:39,1
2798,001glg594,Skilled Nursing Facilities,CATI,GLG,40,40,49,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:38,1
2797,001glg593,European Care Homes IV,CATI,GLG,40,40,49,,1,0,,25-10-24 5:30,31-10-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:37,1
2796,001glg592,EDA Cadence / Synopsys Customer Survey,CATI,GLG,40,40,56,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:37,1
2795,001glg591,Freight Forwarding,CATI,GLG,20,20,49,,1,0,,25-10-24 5:30,31-10-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:37,1
2794,107emp109,UE Evaluation fielding thread - Empathy/Emporia/Un,CATI,Emporia,200,200,65,,1,0,,25-10-24 5:30,08-11-24 5:30,"14 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Ankit Narang,26-10-24 1:35,1
2793,001glg590,IT in Nonprofits **URGENT REQUEST**,CATI,GLG,30,30,49,,1,0,,25-10-24 5:30,01-11-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:35,1
2792,007qua052,Qual73534399-1015-CursorUsers[ME] | Unimrkt,CATI,Qualtrics,75,75,40,,1,0,,24-10-24 5:30,31-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:34,1
2791,001glg589,Legal Information Services - Oct 2024,CATI,GLG,30,30,49,,1,0,,24-10-24 5:30,31-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:33,1
2790,001glg588,Re-Run: Commercial Real Estate Brokers W6,CATI,GLG,40,40,54,,1,0,,24-10-24 5:30,31-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:33,1
2789,003pot184,Survey CEO third edition,CATI,potloc,200,300,44,,1,0,,24-10-24 5:30,02-12-24 5:30,"39 days, 0:00:00",126,300,0,Completed,,Saransh Sharma,Jagdeep Yadav,26-10-24 1:31,1
2788,036inn045,INV160078 US - Unimrkt CATI,CATI,Innovate MR,50,50,43,,1,0,,24-10-24 5:30,04-11-24 5:30,"11 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Saurabh Malik,26-10-24 1:31,0
2787,036inn044,INVFBOFR - Multi Country - Unimrkt CATI,CATI,Innovate MR,50,57,45,,1,0,,18-11-24 5:30,17-01-25 5:30,"60 days, 0:00:00",17,57,0,Completed,,Saransh Sharma,Saurabh Malik,26-10-24 1:30,1
2786,007qua051,Qual-2515-0202-AsianAmericanStudy,CATI,Qualtrics,1000,1000,28,,1,0,,24-10-24 5:30,05-11-24 5:30,"12 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Ankit Narang,26-10-24 1:18,1
2785,003pot183,beer consumers in iceland,CATI,potloc,30,30,24,,1,0,,24-10-24 5:30,31-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,26-10-24 1:17,0
2784,007qua050,Qual52564-1014-PrachiPorts-[AW] | Unimrkt,CATI,Qualtrics,40,40,42,,1,0,,24-10-24 5:30,31-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:17,1
2783,001glg587,Shoe Retailers,CATI,GLG,30,30,49,,1,0,,24-10-24 5:30,31-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:16,1
2782,007qua049,Qual12192-1115-PeanutFarmersSurvey | Unimrkt,CATI,Qualtrics,300,300,35,,1,0,,23-10-24 5:30,06-12-24 5:30,"44 days, 0:00:00",4.5,30,270,In Progress,,Saransh Sharma,Navneet Tiwari,26-10-24 1:16,1
2781,001glg586,Brand awareness Brand Awareness Survey (Survey #60,CATI,GLG,20,20,49,,1,0,,23-10-24 5:30,31-10-24 5:30,"8 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:15,1
2780,001glg585,PE Value Creation_Additional requirements,CATI,GLG,40,40,49,,1,0,,23-10-24 5:30,31-10-24 5:30,"8 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:15,1
2779,107emp108,Buyer Barometer project chain - Empathy/Emporia/Un,CATI,Emporia,100,100,67,,1,0,,25-10-24 5:30,31-10-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:14,1
2778,001glg584,Changes to Mapping Tools Accounts -- Messaging Cla,CATI,GLG,30,30,49,,1,0,,23-10-24 5:30,31-10-24 5:30,"8 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:13,1
2777,001glg583,Start Up Business Banking (Survey #606974),CATI,GLG,15,15,49,,1,0,,23-10-24 5:30,30-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,26-10-24 1:12,1
2776,003pot182,2745a - Uni - Re: Refresh of ERP software in Greec,CATI,potloc,10,10,33,,1,0,,23-10-24 5:30,29-10-24 5:30,"6 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Jagdeep Yadav,26-10-24 1:12,0
2775,029emi031,Send Confirmation,CATI,EMI Research Soultions,20,20,75,,1,0,,23-10-24 5:30,31-10-24 5:30,"8 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,26-10-24 1:11,1
2774,106idc107,Data Storage Study,Online,IDC Consulting,850,850,36,,1,0,,18-10-24 5:30,12-12-24 5:30,"55 days, 0:00:00",74,850,0,Completed,,Gaurav Prashant Saxena,Pankaj Nandolia,22-10-24 18:48,1
2773,001glg582,TPP Testing - Novel MS Treatment (Survey #): 60671,CATI,GLG,15,15,74,,1,0,,22-10-24 5:30,25-10-24 5:30,"3 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,22-10-24 17:03,0
2772,007qua048,Qual23293-0723-ADRDMs | Unimrkt,CATI,Qualtrics,600,600,44,,1,0,,21-10-24 5:30,15-11-24 5:30,"25 days, 0:00:00",67,600,0,Completed,,Saransh Sharma,Reeti Sharma,22-10-24 17:02,1
2771,036inn043,INV146899-US/CA-Unimrkt CATI,CATI,Innovate MR,10,10,42,,1,0,,25-10-24 5:30,30-10-24 5:30,"5 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Saurabh Malik,22-10-24 17:01,0
2770,036inn042,INVRBSRBG - US - Unimrkt CATI,CATI,Innovate MR,100,100,43,,1,0,,22-10-24 5:30,30-10-24 5:30,"8 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Saurabh Malik,22-10-24 17:01,0
2769,001glg581,External Business Service Insights,CATI,GLG,40,100,49,,1,0,,21-10-24 5:30,20-11-24 5:30,"30 days, 0:00:00",13.75,96,4,Completed,,Saransh Sharma,Navneet Tiwari,22-10-24 17:00,1
2768,007qua047,Qual2676-0723WaterSystemFarms | Unimrkt,CATI,Qualtrics,200,200,38,,1,0,,21-10-24 5:30,14-11-24 5:30,"24 days, 0:00:00",36,200,0,Completed,,Saransh Sharma,Pankaj Nandolia,22-10-24 17:00,1
2767,029emi030,Gout Patient ATU W6 IO# 66130,CATI,EMI Research Soultions,40,40,70,,1,0,,21-10-24 5:30,05-11-24 5:30,"15 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,22-10-24 16:59,1
2766,001glg580,Hospital Admins Survey,CATI,GLG,1,40,49,,1,0,,21-10-24 5:30,25-11-24 5:30,"35 days, 0:00:00",2.75,20,20,Completed,,Saransh Sharma,Navneet Tiwari,22-10-24 16:52,1
2765,001glg579,SatCom Pros,CATI,GLG,30,50,49,,1,0,,21-10-24 5:30,07-11-24 5:30,"17 days, 0:00:00",1.25,9,41,Completed,,Saransh Sharma,Navneet Tiwari,22-10-24 16:52,1
2764,003pot181,B2C - Clients of Wealth Management Advisors,CATI,potloc,50,54,32,,1,0,,11-10-24 5:30,26-11-24 5:30,"46 days, 0:00:00",8,54,0,Completed,,Saransh Sharma,Jagdeep Yadav,22-10-24 16:51,1
2763,003pot180,healthcare BtoB in Italy,CATI,potloc,20,20,80,,1,0,,21-10-24 5:30,28-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,22-10-24 16:50,1
2762,071wer080,RFQ: Metalworking DMs,CATI,Werk Insights,375,375,46,,1,0,,21-10-24 5:30,11-11-24 5:30,"21 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Ankit Narang,22-10-24 16:48,1
2761,003pot179,Potloc B2B Project - Consulting Services,CATI,potloc,30,23,33,,1,0,,21-10-24 5:30,26-11-24 5:30,"36 days, 0:00:00",5.5,23,0,Completed,,Saransh Sharma,Jagdeep Yadav,22-10-24 16:48,1
2760,003pot178,Refrigerator buyers in the US/Brazil,CATI,potloc,50,92,33,,1,0,,21-10-24 5:30,26-11-24 5:30,"36 days, 0:00:00",14.5,92,0,Completed,,Saransh Sharma,Jagdeep Yadav,22-10-24 16:47,1
2759,001glg578,Autoimmune Diseases,CATI,GLG,30,30,68,,1,0,,21-10-24 5:30,28-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,22-10-24 16:47,1
2758,093app095,"IT Devs, DMs & CEOs in Agencies",Online,Appinio,150,150,,,1,0,,14-10-24 5:30,25-10-24 5:30,"11 days, 0:00:00",0.5,90,60,Completed,,Gaurav Prashant Saxena,Pankaj Nandolia,18-10-24 18:24,1
2757,004rot019,Fabricator Survey,CATI,GLG,10,50,48,,1,0,,16-10-24 5:30,08-11-24 5:30,"23 days, 0:00:00",4,26,24,Completed,,Saransh Sharma,Navneet Tiwari,17-10-24 16:47,1
2756,004rot018,Potential new project - Restaurant owners/DMs who,CATI,Roth MKM,50,50,44,,1,0,,16-10-24 5:30,15-11-24 5:30,"30 days, 0:00:00",8.5,50,0,Completed,,Saransh Sharma,Reeti Sharma,17-10-24 16:45,1
2755,004rot017,New B2B opportunity: CPA/Advisory Firm Voice of th,CATI,Roth MKM,10,250,44,,1,0,,16-10-24 5:30,08-11-24 5:30,"23 days, 0:00:00",21,250,0,Completed,,Saransh Sharma,Reeti Sharma,17-10-24 16:44,1
2754,055pym093,New sample - credit union executives and FinTechs,CATI,Pymnts,500,600,56,,1,0,,16-10-24 5:30,25-11-24 5:30,"40 days, 0:00:00",74,600,0,Completed,,Saransh Sharma,Reeti Sharma,17-10-24 16:43,1
2753,003pot177,Project Familly of Nursing house in BE/NL,CATI,potloc,35,72,26,,1,0,,14-10-24 5:30,25-10-24 5:30,"11 days, 0:00:00",9,70,2,Completed,,Saransh Sharma,Jagdeep Yadav,17-10-24 16:42,1
2752,001glg577,E-Signature/E-wallet,CATI,GLG,40,40,49,,1,0,,14-10-24 5:30,25-11-24 5:30,"42 days, 0:00:00",4,21,19,Completed,,Saransh Sharma,Navneet Tiwari,17-10-24 16:41,1
2751,001glg576,Customers of Tuya - Unimrkt,CATI,GLG,30,30,49,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,17-10-24 16:38,1
2750,001glg575,Auto OEMs,CATI,GLG,10,10,51,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,17-10-24 16:35,1
2749,007qua046,QUAL4167-0827-FederalGovernmentContractors[MS],CATI,Qualtrics,50,50,40,,1,0,,14-10-24 5:30,28-10-24 5:30,"14 days, 0:00:00",3,50,0,Completed,,Saransh Sharma,Reeti Sharma,17-10-24 16:31,1
2748,007qua045,Qual4369-0522-Project2 | Unimrkt,CATI,Qualtrics,500,500,44,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Ankit Narang,17-10-24 16:27,1
2747,001glg574,URGENT PSF REQUEST - B2B back-office hospitality s,CATI,GLG,30,30,51,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,17-10-24 16:24,1
2746,001glg573,Rental Marketing,CATI,GLG,30,30,49,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,17-10-24 16:20,1
2745,036inn041,INV156792 - Multi country - Unimrkt CATI,CATI,Innovate MR,40,40,44,,1,0,,15-10-24 5:30,25-10-24 5:30,"10 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Saurabh Malik,17-10-24 16:18,0
2744,007qua044,Qual4369-1003-Seaport,CATI,Qualtrics,56,56,40,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Ankit Narang,17-10-24 16:07,1
2743,001glg572,Value Found in Professional Conferences and Events,CATI,GLG,20,20,49,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,17-10-24 16:05,1
2742,007qua043,Qual58061-0530-Families[JH],CATI,Qualtrics,100,100,22,,1,0,,14-10-24 5:30,21-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Ankit Narang,17-10-24 16:05,1
2741,001glg571,HPV Testing Survey (Survey #606124),CATI,GLG,30,30,72,,1,0,,11-10-24 5:30,18-10-24 5:30,"7 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,17-10-24 16:02,1
2739,003pot176,Healthcare topic in Egypt,CATI,potloc,20,20,55,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Dipika Maheshwari,17-10-24 15:41,1
2738,,Knowledge Digitization Survey << 606485,CATI,,40,80,0,,1,0,,14-10-24 5:30,18-10-24 5:30,"4 days, 0:00:00",,,,Project Initiated,,Saransh Sharma,Navneet Tiwari,17-10-24 14:47,1
2733,105ron107,"Interviews in the UK, FR, DE & Romania",CATI,Ronin International,20,20,98,,1,0,File Upload/84911-PO-23683-071024-GUI.pdf,11-10-24 5:30,08-11-24 5:30,"28 days, 0:00:00",6,6,14,Completed,,Gaurav Prashant Saxena,Reeti Sharma,14-10-24 18:51,1
2732,083glo085,CCP4405 - Water Enhancers & Soluble Powders,CATI,Global Data,20,20,221,,1,0,File Upload/Unimrkt_-_CCP4405_-_Enhancing_Tablets__Powders_1_-_Signed.pdf,08-10-24 5:30,18-10-24 5:30,"10 days, 0:00:00",24,24,0,Completed,,Gaurav Prashant Saxena,Vishal Pathak,14-10-24 18:47,1
2731,105ron106,TDIs in KSA and UAE,CATI,Ronin International,32,31,1047,0,1,0,File Upload/84971-PO-23650-041024-GUI.pdf,08-10-24 5:30,12-11-24 5:30,"35 days, 0:00:00",31,31,0,Completed,,Gaurav Prashant Saxena,Vishal Pathak,14-10-24 18:27,1
2730,075ips082,Automotive Study,CATI,Ipsos,55,55,132,1000,1,0,File Upload/RE__New_project_requirements_-_Automotive_.msg,08-10-24 5:30,17-10-24 5:30,"9 days, 0:00:00",,,,Project Initiated,,Gaurav Prashant Saxena,Ankit Narang,14-10-24 18:21,1
2729,081col085,Cloud Tech ITDMs IDI Study,CATI,Coleman Parkes,3,3,720,,1,0,File Upload/SoW_for_Coleman_Parkes_Cloud_Tech_and_ITDMs_Study_Oct_10_24.pdf,08-10-24 5:30,18-10-24 5:30,"10 days, 0:00:00",3,3,0,Completed,,Gaurav Prashant Saxena,Vishal Pathak,14-10-24 18:11,1
2728,006oxf060,Global Pulse Survey Wave 7,CATI,Oxford Economics,400,400,37,,1,0,File Upload/Proposal_for_Oxford_Economics_IBM_Global_Pulse_Wave_7_Five_Trends_2025_Surve_k9rGtuG.pdf,09-10-24 5:30,12-11-24 5:30,"34 days, 0:00:00",,,,Project Initiated,,Gaurav Prashant Saxena,Ankit Narang,14-10-24 17:35,1
2727,006oxf059,IBM Content Supply Chain Study,CATI,Oxford Economics,1100,1100,46,,1,0,File Upload/Proposal_for_Oxford_Economics_IBV_Content_Supply_Chain_Survey_Sep_17_24v2.pdf,08-10-24 5:30,05-12-24 5:30,"58 days, 0:00:00",69,1100,0,Completed,,Gaurav Prashant Saxena,Saurabh Malik,14-10-24 17:30,1
2726,006oxf058,TikTok US Study  SMB Survey,,Oxford Economics,50,50,40,,1,0,,26-09-23 0:00,29-01-24 0:00,"125 days, 0:00:00",292,1050,,Completed,,Gaurav Prashant Saxena,Ishika Qaiser,14-10-24 12:15,1
2725,104tho124,KPMG Global AI Study 2.0,,Thoughtlab group,2900,2900,52,,1,0,,16-08-24 0:00,30-09-24 0:00,"45 days, 0:00:00",43,2900,,Completed,,Gaurav Prashant Saxena,Saurabh Malik,14-10-24 12:15,1
2724,094arc104,Law Firm Survey,,Archmetrics,500,500,50,,1,0,,14-08-24 0:00,18-09-24 0:00,"35 days, 0:00:00",172,475,,Completed,,james,Saurabh Malik,14-10-24 12:15,1
2723,063rep080,Parents and Teens Survey,,Rep Data,314,314,23,,1,0,,28-08-24 0:00,25-09-24 0:00,"28 days, 0:00:00",46,350,,Completed,,james,Amit Nagpal,14-10-24 12:15,1
2722,00910k017,Vizient Study Wave 3 (2024),,10K Humans,125,125,54,,1,0,,20-08-24 0:00,03-09-24 0:00,"14 days, 0:00:00",35.5,125,,Completed,,james,Amit Nagpal,14-10-24 12:15,1
2721,104tho123,Future of Privacy,,Thoughtlab group,250,250,36,,1,0,,16-08-24 0:00,06-09-24 0:00,"21 days, 0:00:00",40.5,250,,Completed,,Gaurav Prashant Saxena,Amit Nagpal,14-10-24 12:15,1
